id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm856424,Bheeshma,MOVIE,"Bheeshma Prasad, a simple meme creator has his life turned around when he wages a war against a powerful agro company that creates harmful chemicals to increase the crop yield and make more money.",2020,,151,"['comedy', 'romance', 'action']",['IN'],,tt11199356,6.5,4028.0,2.2,6.6
tm470252,Calum von Moger: Unbroken,MOVIE,"To many in the bodybuilding world, Calum von Moger is seen as the future of the sport. A two time Mr. Universe champion who has proven himself to have one of the greatest physiques currently on the professional stage; Calum was catapulted into social media stardom. Known for his resemblance to Arnold Schwarzenegger and dubbed Arnold 2.0.  But a sudden and tragic bicep tear brought his training and goals to a grinding halt. Losing dozens of pounds of muscle and unable to train until fully recovering – Calum was forced to reassess his bodybuilding path and find a way to fight back up to the top. Calum von Moger: Unbroken chronicles his rise, fall, and now recovery as he moves into a promising career in television and film.  Showcasing a man with an indomitable will that overcomes all the hurdles in his path and taking him to a place that both skeptics and doctors thought was impossible.",2019,,93,['documentation'],['US'],,tt10308686,6.2,851.0,5.267,7.4
tm919082,Octonauts and the Caves of Sac Actun,MOVIE,"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return to the Caribbean Sea.",2020,,72,"['family', 'animation', 'comedy']",['GB'],,tt12759408,6.2,181.0,14.626,6.7
tm843938,18 Presents,MOVIE,"Elisa is only forty when an incurable disease takes her from her husband and their daughter. Before her heart stops, Elisa finds a way to stay close to her: a gift for every birthday up to her adult age, 18 gifts to try to accompany her child's growth year after year.",2020,,110,"['drama', 'fantasy', 'european']",['IT'],,tt10816484,6.9,3791.0,10.49,7.5
ts226410,Handsome Siblings,SHOW,"The story of twin brothers who separated at birth but grew up to be supreme martial artists. Raised to take revenge on each other they soon find themselves becoming good friends. Together they vow to take the martial arts world by storm and search for their true identities. Jiang Xiao Yu, better known as Xiao Yu Er, was raised by the Ten Great Villains in the Villains' Valley. He think he's the top villain in the jianghu. He's learned many tricks over the years and becomes a mischevious prankster, though his heart is kind. He meets Hua Wu Que, who he doesn't know is actually his twin brother. Hua Wu Que grew up in Yi Hua Palace under the care of Princess Yao Yue. Princess Yao Yue had a one-sided love for his father, Jiang Feng, and wanted to take revenge on him. Thus, she separated the twins at birth and raised them with the hopes they would be enemies and fight each other to death. Separately, Jiang Bie He, who was once the servant to Jiang Feng, teams up with Jiang Yu Lang in a conspiracy that might ruin the entire jianghu. Hua Wu Que and Xiao Yu Er team up together to try and take him down. (Source: Drama Wiki) Edit Translation",2020,,46,"['comedy', 'drama', 'fantasy', 'romance', 'action']",['CN'],1.0,tt11541444,7.9,629.0,8.864,8.3
tm455161,Panipat,MOVIE,"During 18th century India, the Marathas emerged as the most powerful empire in the nation until the Afghan King Ahmad Shah Abdali plans to take over India. Sadashiv Rao Bhau is brought in to save the empire from the king which then leads to the third battle of Panipat.",2019,,171,"['history', 'war', 'romance', 'action', 'drama']",['IN'],,tt8176040,5.2,5615.0,4.63,7.1
tm869307,Three Thieves,MOVIE,"Due to a case of mistaken identity, three dissatisfied friends are contracted to commit a seemingly simple theft. Even worse, the man originally contracted for the job is on the hunt for them.",2019,,108,['comedy'],['NG'],,tt11133472,8.2,7.0,0.659,
tm452440,Cinderela Pop,MOVIE,"Cintia is modern princess, she's connected, decided and loves music. This ""pop"" princess used to live with their parents in a huge castle with a nice view to the city. Every night she looked through the window and watch the view dreaming with a prince she didn't met yet. But one day her castle crumbles with everything around her, after her parents divorce she went to live with her aunt and stops believing in love.  What she didn't knew was that there was a charming prince in her history, that wanted to break the ice around our modern day cinderella.",2019,,94,"['romance', 'comedy', 'family', 'music']",['BR'],,tt8716800,4.5,1061.0,15.803,6.5
tm849407,Isi & Ossi,MOVIE,"Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love.",2020,,113,"['romance', 'comedy']",['DE'],,tt9806322,6.4,8309.0,11.061,6.9
ts223690,Yanxi Palace: Princess Adventures,SHOW,A determined Qing dynasty princess contends with palace intrigue and a vendetta against her family while navigating the treacherous terrain of romance.,2019,,45,['drama'],['CN'],1.0,,,,4.541,10.0
tm898759,Fatal Affair,MOVIE,"Ellie tries to mend her marriage with her husband Marcus after a brief encounter with an old friend, David, only to find that David is more dangerous and unstable than she'd realized.",2020,,89,['thriller'],['US'],,,,,20.151,5.8
tm831934,The Millions,MOVIE,"Bem is the ultimate guy. With good looks, sweet mouth and with an intellect that can only be rivaled by his humour. When Bem is approached by an old friend, Wole Baba, about a job, his first thought is to walk away as he fears the heat that will come with such job. The job is simple enough; there is a stack of forty-two million dollars hidden away in an apartment owned by an unknown politician. If Bem can move the money, he can keep it but for a large chunk that goes to his contact as finder's fee. But when the dangerous man he duped earlier threatens his life, he decides to give it a shot. He reunites with his former partner, Jerome, who left the game after marriage and they both start to plan what could possibly be the greatest heist the country has ever witnessed. After several impossible suggestions, Bem and Jerome come up with a dicey plan. They start to navigate the several problems they could encounter and what was supposed to be a two man job turned to a six man job with every single one of them having an ulterior motive of being on the job.",2019,,94,"['comedy', 'crime', 'thriller', 'drama']",['NG'],,tt10912990,5.4,49.0,1.898,
tm465427,Maria,MOVIE,"When a former BlackRose cartel assassin deliberately betrays them by refusing to complete her mission, the cartel orders her execution. Unbeknownst to them, she fakes her own death and is able to create a new life of her own. When the cartel discovers she is alive, the hunter becomes the hunted as she fights to get revenge on those who took her new life away from her.",2019,,89,"['action', 'crime', 'drama', 'thriller']",['PH'],,tt7594584,5.0,2065.0,9.293,6.3
tm851346,Residue,MOVIE,"A young filmmaker returns home after many years away, to write a script about his childhood, only to find his neighborhood unrecognizable and his childhood friends scattered to the wind.",2020,,90,['drama'],['US'],,tt11568878,6.5,576.0,2.368,5.3
tm834230,The Silence of the Marsh,MOVIE,"A successful, cold-blooded crime novelist gets involved in a kidnapping case while uncovering the corrupt ties between politicians and the local mafia in Valencia, Spain.",2019,,92,"['thriller', 'european']",['ES'],,,,,15.923,5.3
tm475339,Beats,MOVIE,An agoraphobic hip-hop prodigy and a disgraced former music manager cross paths in Chicago’s South Side and help each other face demons of their pasts.,2019,,109,['drama'],['US'],,tt8530978,6.3,5219.0,12.175,6.8
tm892081,Eric Andre: Legalize Everything,MOVIE,"Comedian Eric Andre presents his very first Netflix original stand-up special. Taking the stage in New Orleans, Andre breaks the boundaries of comedy as he critiques the war on drugs, the war on sex, and the war on fart jokes!",2020,R,51,['comedy'],['US'],,tt12327104,6.1,2535.0,2.704,6.3
ts78324,Pinky Malinky,SHOW,"Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.",2019,TV-Y7,13,"['comedy', 'family', 'animation']",['US'],3.0,tt5621544,5.5,1015.0,7.955,4.5
tm954543,Wheels of Fortune,MOVIE,"To claim a big inheritance, a down-on-his-luck mechanic must win a series of competitions as outlined in his birth father's will.",2020,R,107,['comedy'],['US'],,tt9735976,5.3,804.0,2.616,5.2
tm975398,Christmas Crossfire,MOVIE,"A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him.",2020,,106,"['thriller', 'comedy', 'crime']",['DE'],,tt13446424,4.8,1373.0,6.882,4.5
ts113748,Twelve Forever,SHOW,Reggie's dream is to be a kid forever. Her dream is so powerful that it creates its own fantasy world of perpetual youth.,2019,TV-PG,14,"['family', 'fantasy', 'animation', 'action', 'comedy']",['US'],1.0,tt8009622,6.6,682.0,3.485,6.6
tm948916,The Scary House,MOVIE,"Hendrik is sixteen, a big city kid, and vexed to learn that his mother is moving with him and his little brother Eddi to a village in the south of Austria. To make matters worse, the locals shun the new rustic family home. They say it has been haunted ever since a mother poisoned her two sons in there many decades ago. When a sleep- walking Eddi starts carving strange symbols into the walls, Hendrik and his friends set off on a quest to lift the secret of the spooky house.",2020,,100,"['thriller', 'family', 'fantasy', 'drama', 'horror', 'european']","['AT', 'DE']",,tt9654108,5.4,3787.0,6.883,5.6
ts222625,A Little Thing Called First Love,SHOW,"An ordinary girl falls head over heels for the most popular boy in school. Xia Miaomiao is a shy, artistic student who develops a crush on a handsome, talented classmate and embarks on a journey of self-discovery through college. Because of Liang Younian, Xia Miaomiao decides to make a change. Through the help of her friends, she starts to learn about fashion, join school clubs, and studies hard to raise her grades. Her ordinary life becoming more colorful by the day.",2019,,45,"['comedy', 'drama', 'romance']",['CN'],1.0,tt11152058,7.9,387.0,16.225,9.2
ts90508,Flinch,SHOW,"Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain.",2019,TV-PG,24,['reality'],['GB'],1.0,tt9196244,4.3,717.0,3.863,5.6
ts221041,My Dear Warrior,SHOW,"Sky is beautiful single female astronomer at a planetarium and has received a gift: a thick wooden-covered book and magic pen from Vanda, her aunt who has been taking care of Sky since childhood and is a crazy writer who is suffering from amnesia.",2019,TV-14,44,"['drama', 'romance', 'fantasy']",['TH'],1.0,tt11281912,4.9,21.0,2.737,9.3
ts223084,Nowhere Man,SHOW,"Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",2019,TV-MA,47,"['crime', 'action', 'drama', 'thriller']",['TW'],1.0,tt10895588,5.5,371.0,3.301,6.6
ts269157,Room 2806: The Accusation,SHOW,This docuseries follows the 2011 sexual assault case involving French politician Dominique Strauss-Kahn,2020,TV-MA,49,"['documentation', 'crime']",['FR'],1.0,tt13540900,7.0,2327.0,2.939,7.3
tm897771,Picture a Scientist,MOVIE,A documentary that looks at systemic sexism faced by women scientists in STEM fields.,2020,PG-13,92,['documentation'],['US'],,,,,4.016,7.5
tm910999,Xico's Journey,MOVIE,"A girl, a dog and her best pal set out to save a mountain from a gold-hungry corporation. But the key lies closer to home, with her sidekick pup, Xico.",2020,,85,"['family', 'fantasy', 'animation']",['MX'],,tt12481806,5.1,544.0,48.067,6.6
ts101503,Team Kaylie,SHOW,A wealthy teenager tries to prove herself after she's forced outside of her comfort zone.,2019,TV-PG,29,"['comedy', 'family']",['US'],3.0,tt9717424,4.1,347.0,9.46,8.2
tm830833,"Hello, Privilege. It's Me, Chelsea",MOVIE,"In this documentary, Chelsea Handler explores how white privilege impacts US culture – and the ways it’s benefited her own life and career.",2019,,64,['documentation'],['US'],,tt10847138,4.5,1993.0,3.819,5.6
tm819497,"Berlin, Berlin",MOVIE,"Lolle's love life in Berlin is as complicated as ever. After the story with Sven, her second cousin, was over, she got together with her best friend Hart and the two are about to get married. That is, if Sven doesn't ruin things.",2020,,80,"['comedy', 'drama', 'romance']",['DE'],,tt10556130,3.8,543.0,6.306,5.5
tm836674,The Main Event,MOVIE,"After discovering a magical mask, an 11-year-old aspiring wrestler enters a competition to become the next WWE superstar by using special powers from a magical mask.",2020,,102,"['family', 'comedy', 'action', 'fantasy', 'sport']",['US'],,tt10540242,4.8,2327.0,15.911,6.7
ts269740,How To Ruin Christmas,SHOW,Prodigal daughter Tumi tries to make things right after completely ruining what should have been her sister's picture-perfect Christmas wedding.,2020,TV-MA,50,"['drama', 'comedy']",['ZA'],2.0,tt13492362,6.0,503.0,2.344,10.0
tm373452,Kannum Kannum Kollaiyadithaal,MOVIE,Two wily online scammers mend their fraudulent ways after meeting the girls of their dreams — until a deceitful discovery throws their world for a loop.,2020,,162,"['comedy', 'romance', 'drama', 'thriller']",['IN'],,tt8042292,7.7,6851.0,5.585,6.8
tm982100,"ariana grande: excuse me, i love you",MOVIE,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.,2020,,97,"['documentation', 'music']",['US'],,tt13615386,6.3,2591.0,23.124,8.4
ts90789,Jailbirds,SHOW,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life -- and love -- on the inside.",2019,TV-MA,41,"['reality', 'thriller', 'crime']",['US'],1.0,tt10243628,7.0,1176.0,1.976,7.6
tm945825,Bobbleheads: The Movie,MOVIE,"Get ready for a big shake-up when misfit bobbleheads take on trashy humans and a slobbery dog who crash their home with plans to swap a new baseball player bobblehead for a valuable one of them. With some guidance from Bobblehead Cher, they find the courage to bobble-up for an outrageous battle of wits and wobble.",2020,PG,82,"['animation', 'family']",['US'],,tt13292206,2.3,366.0,12.656,5.3
tm885669,The Christmas Chronicles: Part Two,MOVIE,"Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",2020,PG,112,"['fantasy', 'family', 'comedy']",['US'],,tt11057644,6.0,29538.0,44.178,6.6
tm945435,Octonauts and the Great Barrier Reef,MOVIE,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend's fragile reef home.",2020,,47,"['animation', 'action', 'comedy', 'family']",['XX'],,tt13150606,6.5,141.0,4.123,10.0
tm474061,Malibu Rescue,MOVIE,"When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program.",2019,,69,"['family', 'action', 'comedy']",['US'],,tt9228950,4.9,1277.0,12.447,6.4
tm837843,It Takes a Lunatic,MOVIE,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist.",2019,,120,"['documentation', 'drama']","['US', 'GB', 'DE']",,tt11052346,6.6,174.0,4.07,5.6
tm840761,The Princess Switch: Switched Again,MOVIE,"When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.",2020,G,97,"['comedy', 'romance']","['GB', 'US']",,,,,21.463,6.9
tm856593,Bert Kreischer: Hey Big Boy,MOVIE,"Still the ultimate comedy party animal, Bert Kreischer tells more stories about parenthood and family life in a stand-up special from Cleveland.",2020,,62,['comedy'],['US'],,tt11810424,7.0,1973.0,3.936,7.2
tm948607,Midnight at the Magnolia,MOVIE,Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.,2020,,87,"['comedy', 'romance']",['CA'],,tt13318052,5.8,5373.0,8.396,6.3
tm351938,Girls with Balls,MOVIE,"All girls volley ball team The Falcons end up stranded in the middle of nowhere after their mini-van breaks down. Little do they know they landed in degenerate hunters' territory and the hunt is on. Thus begins a very long night where they must run for their lives and test their team spirit. But the girls are more resourceful than it appears. In the heart of the forest, the tables are about to turn between hunter and hunted...",2019,,77,"['horror', 'comedy', 'european']","['FR', 'BE']",,tt4725842,3.9,3272.0,11.913,4.3
tm470597,A Kid from Coney Island,MOVIE,"Feature documentary about the rise and fall, and rebirth of ex-NBA star, Stephon Marbury.",2019,,89,"['documentation', 'sport']","['US', 'CN']",,tt9567112,7.0,554.0,2.112,6.8
tm426630,Soni,MOVIE,"Soni, a young policewoman in Delhi, and her superintendent, Kalpana, have collectively taken on a growing crisis of violent crimes against women. However, their alliance suffers a major setback when Soni is transferred out for alleged misconduct on duty.",2019,,97,"['crime', 'drama']",['IN'],,tt6078866,7.1,2788.0,2.862,6.9
tm483602,Malang,MOVIE,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.",2020,,135,"['romance', 'action', 'crime', 'drama', 'thriller']",['IN'],,tt9877170,6.5,10490.0,4.904,7.4
tm886214,Mrs. Serial Killer,MOVIE,"When her husband is framed and imprisoned for serial murders, a doting wife must perform a copycat murder, to prove her husband's innocence.",2020,,106,"['thriller', 'drama', 'crime']",['IN'],,tt10230426,4.2,19484.0,5.325,6.4
tm919903,Tragic Jungle,MOVIE,"Deep in the jungle, a group of Mexican gum workers crosses their path with Agnes, a mysterious Belizean woman. Her presence enlivens the fantasies and desires of those men, without knowing that they have woken up an ancient Mayan legend.",2020,,96,"['drama', 'thriller']","['FR', 'MX', 'CO']",,tt12792598,5.6,937.0,3.58,6.2
tm835305,Dancing with the Birds,MOVIE,"Some of the world's most majestic birds display delightfully captivating mating rituals, from flashy dancing to flaunting their colorful feathers.",2019,,51,['documentation'],['US'],,,,,7.111,7.9
tm455981,Rubaru Roshni,MOVIE,"The movie traces three real-life incidents that took place in '80s, 90s and 2000s respectively through the stories titled 'Orphan and the Convict', 'The Farmer and the Nun' and 'The Terror and the Mom'.",2019,,110,['documentation'],['IN'],,tt9663460,8.6,591.0,1.489,7.7
tm836638,The Man Without Gravity,MOVIE,A gravity-defying boy raised in seclusion matures into an extraordinary man -- and an international celebrity -- who longs for human connection.,2019,,107,"['fantasy', 'drama', 'comedy']","['BE', 'FR', 'IT']",,tt9646240,5.8,2547.0,5.813,7.2
ts59542,The Search,SHOW,"When a girl vanishes from a suburb near Mexico City, the personal goals of some involved in the case muddy the search. Based on a true story.",2020,,41,"['crime', 'drama', 'comedy']",['MX'],1.0,,,,9.917,7.2
ts105589,Rhyme Time Town,SHOW,"Two best friends find fun and adventure while living in Rhyme Time Town, a fantastical place filled with beloved nursery rhyme characters.",2020,TV-Y,21,"['animation', 'comedy', 'family']",['US'],2.0,tt9165434,7.6,78.0,3.171,8.2
tm847008,Shine Your Eyes,MOVIE,"A Nigerian musician travels to Brazil to search for his estranged brother, who is living a life very different than the one his family thought.",2020,,102,"['drama', 'thriller']","['BR', 'FR']",,tt8477336,6.5,321.0,3.042,7.0
ts222438,Cagaster of an Insect Cage,SHOW,"Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother.",2020,TV-14,28,"['drama', 'scifi', 'action', 'animation']",['JP'],1.0,,,,17.526,8.1
tm452929,The Little Switzerland,MOVIE,The discovery of the tomb of William Tell’s son in a town in the Basque Country spurs the village's cantankerous citizens to lobby for Swiss annexation.,2019,PG-13,86,"['comedy', 'european']",['ES'],,tt9100028,4.8,1260.0,4.751,4.6
tm845532,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,"Once the world's most famous astrologer, Walter Mercado seeks to resurrect a forgotten legacy. Raised in the sugar cane fields of Puerto Rico, Walter grew up to become a gender non-conforming, cape-wearing psychic whose televised horoscopes reached 120 million viewers a day for decades before he mysteriously disappeared.",2020,,96,['documentation'],['US'],,tt11378264,7.2,3312.0,7.262,7.5
tm818786,Menendez: The Day of the Lord,MOVIE,A retired priest hunted by his sins is pulled back into darkness when a friend begs him to help his possessed daughter.,2020,,93,"['drama', 'horror', 'thriller']","['ES', 'MX']",,tt5603212,4.9,1008.0,4.112,5.8
tm834715,Single Slipper Size - 7,MOVIE,An emotionally unstable murder suspect explains the modus operandi behind the crimes he had committed to a few cops which helps in unfolding some intriguing revelation.,2019,,120,"['thriller', 'drama']",['IN'],,tt10370116,8.4,3143.0,1.938,8.3
tm830795,Happy Old Year,MOVIE,"While decluttering her home, a woman's hefty house renovation leads her back to the past when she uncovers her ex-boyfriend's belongings.",2019,,113,"['drama', 'romance']",['TH'],,tt11316824,7.2,2245.0,4.183,6.8
tm450095,37 Seconds,MOVIE,"In 37 Seconds, 23-year-old comic book artist Yuma, physically disabled due to profound cerebral palsy and emotionally stunted by her well-meaning but overly protective mother, forges her own unusual path to sexual awakening and independence while at the same time discovering love and forgiveness.",2019,,115,['drama'],['JP'],,tt6156138,7.4,2713.0,6.572,7.4
tm833382,Keeping the Bees,MOVIE,"Ayşe returns to her hometown in northeastern Turkey to nurse her gravely ill mother. Before she dies, Ayse’s mother tells her that she will leave Ayse her much loved bee hives to manage. Ayse’s modern life has moved her away from the mountains of her childhood – a life in which the bees and their honey were central. But she puts her city life on hold to manage the bees, which provide a distraction from her grief. Ayse slowly starts to work with the local bee keeper to manage the hives but finds the lessons of her childhood are buried deep and the hives are more difficult to manage than she remembers. Ayse’s failure to pay needful attention to local advice sees her mothers bee hives seriously damaged, if not lost forever. What’s more a Caucasian bear becomes a real threat to her hives and her life.",2019,PG-13,93,['drama'],['TR'],,tt12285116,5.8,834.0,1.779,6.0
ts222802,Once Upon a Time in Lingjian Mountain,SHOW,"A story that follows Wang Lu, a young genius, who enters the Spirit Blade Sect and embarks on an unconventional journey towards immortal cultivation. The Spirit Blade Sect was established in the year 4233. Through years of producing martial arts prodigies, it has been hailed as one of the five great sects. As the nine continents face a crisis, a genius by the name of Wang Lu joins the Spirit Blade Sect and comes under the tutelage Wang Wu. Despite Wang Wu's beauty, she is hundreds of years in age. Famous for having a sharp tongue and an erratic temper, she and her disciple Wang Lu engage in endless squabbles while trudging on a path to becoming the strongest sage in all the lands.  Adapted from the manga ""Spirit Blade Mountain"" written by Xian Man Dong Man.",2019,TV-14,44,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",['CN'],2.0,tt11261994,7.4,280.0,6.064,7.4
tm477006,Psycho,MOVIE,"Based on the Buddhist tale of Angulimala, a dreaded serial killer, Psycho tells the story of a blind man who gets involved in a murder mystery.",2020,,134,"['drama', 'crime', 'thriller']",['IN'],,tt9109976,6.2,4153.0,3.872,4.6
ts243256,Social Distance,SHOW,"Shot in isolation, this tragicomic anthology series features both dark and funny takes on how people strive to stay connected while staying apart.",2020,TV-MA,20,"['drama', 'comedy']",['US'],1.0,tt12313074,5.7,664.0,12.324,6.8
ts250803,Say I Do,SHOW,"In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.",2020,TV-14,54,['reality'],"['GB', 'US']",1.0,tt12540060,7.7,531.0,1.323,7.7
tm825952,Simon Amstell: Set Free,MOVIE,"Comedies Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",2019,,51,['comedy'],['US'],,tt10687642,6.5,815.0,1.823,6.1
tm863992,The Most Dangerous Man in Europe,MOVIE,"Waffen-SS officer Otto Skorzeny (1908-75) became famous for his participation in daring military actions during World War II. In 1947 he was judged and imprisoned, but he escaped less than a year later and found a safe haven in Spain, ruled with an iron hand by General Francisco Franco. What did he do during the many years he spent there?",2020,,68,"['documentation', 'history', 'war']",['ES'],,tt11564588,6.8,215.0,4.58,6.9
ts112733,Bard of Blood,SHOW,"Political espionage thriller based on ""Bard of Blood,"" by Bilal Siddiqi.",2019,TV-MA,44,"['action', 'drama', 'thriller']",['IN'],2.0,tt8069036,6.8,13005.0,4.509,7.4
